nCount_RNA	group	1_0.5_0.5_0.5_0.5_0.5_x	1_0.5_0.5_0.5_0.5_0.5_y	1_0.5_0.5_0.5_0.5_0.5_x_expression	1_0.5_0.5_0.5_0.5_0.5_y_expression
16181	group3	0	0	0.09954141387448628	0.46201026141332274
12289	group3	3	2	0.5517894909535289	0.568289542945559
16863	group3	0	5	1.0339908014011554	1.2003976079701788
10223	group3	0	0	0.5664017518102774	0.9976241499681509
21506	group3	0	0	0.38709465744661553	0.7216712778413419
15978	group2	0	0	0.5402323097201216	0.21759967600023616
19515	group3	6	2	1.2577780363438293	0.5006187204915102
26048	group3	2	1	0.30690872490331206	0.34318804492886373
17202	group3	3	3	0.7620930963882058	0.8342216404186182
18067	group3	2	0	0.3698479713319046	0.7959191034382485
14545	group1	0	1	0.4818712701480142	0.4887460619572239
15016	group3	0	5	0.6920300710349987	0.9268141204087454
16286	group3	0	1	0.7812050629023919	1.1141497827843756
16776	group3	0	0	0.72320644331896	0.4881796574244301
11206	group3	1	4	1.413688894164425	1.7221282717415851
19486	group3	1	0	0.3118010716849445	0.2792351693101208
13954	group2	0	3	0.8943249163188698	1.1888093832091067
12328	group3	0	1	0.9905494982344545	0.7375367562660865
17842	group1	2	3	0.5177387632516677	0.7837398063975669
24731	group3	2	3	0.606030360570091	0.7449717806101711
26956	group3	5	0	0.7876089193202465	0.36527336749444483
19033	group3	2	0	0.876088748293449	0.4008889157094897
23601	group2	1	0	0.7781454852571594	0.2162123714743412
26916	group3	4	10	0.6089966899050122	1.33747759755764
15122	group2	1	1	0.5365049493004577	0.5095539365644361
13099	group3	1	0	0.3837124833324168	0.17328398205798112
16493	group2	0	1	0.4926715331166712	0.7052459007826257
16182	group3	0	0	0.6675345348256922	0.08788617135947746
16383	group3	0	3	0.01778531640239378	1.020388671844369
31784	group3	6	2	1.1824143671868073	0.7321768321872814
21091	group3	1	4	0.26228603111495885	1.0759361584264924
19271	group3	2	7	0.9690030052274768	1.0490409514946473
13279	group3	4	7	1.4260968347540992	1.425313368181501
15166	group2	0	0	0.169642145552574	0.05131048452184633
23559	group2	6	2	0.7146409100252633	0.8303964420545322
21183	group3	0	2	0.030911005745336617	0.36273979125403977
30655	group3	6	0	0.7641971535747898	0.18461887790473203
19502	group3	1	1	0.7880158954189171	0.7250263004255958
23084	group1	1	3	0.5042084452525615	0.5585771369916208
14644	group3	2	3	0.46951093981434167	0.5564939092624434
17364	group3	2	5	1.0160920601937173	1.4309065382137391
16032	group3	7	1	1.042159077830811	0.45557972960729876
14521	group3	4	3	1.090034173441401	0.7085605232722798
9966	group3	0	0	0.2462227204149453	0.32680237733770545
17689	group2	0	6	0.18577139873452414	1.6215550676412736
15271	group3	4	11	0.9281386730032433	1.4714815959650518
16935	group2	2	4	0.8158483084656154	0.8593379327515676
15044	group1	1	3	1.1310607264289019	1.2153759299341593
13940	group3	2	4	0.392216164621992	1.0053514647801007
15185	group3	10	2	1.4491424191223747	0.8404219188042941
10749	group2	3	0	0.8863091254293426	0.07757537566749856
15230	group3	2	2	0.7178774432650106	0.5915470504126344
15283	group3	4	0	1.238088124717379	0.35939231717063524
15319	group2	1	5	0.21973738514757074	0.835071715467065
12918	group3	1	3	0.8678556055975926	1.0542631665307507
17270	group3	5	0	0.7974409879230102	0.7856560194926443
17405	group3	0	7	0.5812505093435804	1.5148232666338897
18933	group1	7	1	0.9936879924618596	0.8456460849631124
11308	group2	0	0	0.4447416906510352	0.12096135144297088
13712	group1	1	0	0.7445352834015171	0.46271536018803483
14437	group1	1	0	0.8504258608233144	0.265154543273163
15933	group1	2	3	0.7413776311911868	0.6379311688350647
16375	group2	3	0	0.6303351098754727	0.6586800873223703
12619	group2	0	0	0.4386141318244146	0.815219836044105
16803	group3	1	2	0.6741103401390504	0.6057855419911083
24295	group3	5	2	0.9194874724958924	0.656230052438274
14750	group3	1	2	0.9178452096565852	1.1772376700955673
15864	group3	4	2	1.181188913331329	0.8082607142371665
17634	group3	1	1	0.24379916110616523	0.4450858440784314
11721	group2	1	0	1.1780712220218386	0.16843831677743776
11727	group3	0	0	0.2530215405635491	0.3828032700095788
13794	group3	1	4	0.918998485514626	1.3041595269118742
14805	group3	2	0	1.0851321479200986	0.5220380898434483
15741	group3	1	2	0.5031649940411078	0.4139297783415003
14470	group3	2	0	0.813698248443721	0.01082421928150179
18280	group3	11	6	1.4529152540149517	1.108128377091906
17811	group1	1	4	1.0119814900237494	1.3214025843073243
20191	group1	2	2	0.572420073574403	0.7348493164608549
12867	group2	0	2	0.6619898542503042	0.6321196740103442
18426	group3	1	1	0.5802404578767245	0.20691401588527536
17754	group3	1	0	0.3235721584855058	0.08862210894573402
16585	group3	3	6	0.8573274746425585	0.8958436855538099
15041	group2	1	0	0.36456130895168626	0.25002163814236644
20789	group2	5	1	0.7185356318616649	1.0284284150159815
16188	group3	2	2	1.5199607605046332	1.004528692486867
14601	group3	1	0	0.8231509359598155	0.1426212368072819
19490	group3	2	3	0.5015939075045984	0.47416234849536654
17782	group3	1	3	0.31718347619780285	0.9186159259204549
16983	group3	3	1	0.6877300537587838	0.854320896109284
18822	group2	1	21	0.7891456755383133	2.3391668249956057
24053	group2	3	0	0.9849834036576125	0.6200658772948336
17966	group2	0	0	0.13707881018878293	0.11716288947094078
16491	group2	2	3	1.1137833489860283	1.4272470390323346
18001	group2	0	0	0.24209710133027385	0.017123964592303142
12850	group2	1	2	0.5004403826829987	0.7434326813126947
21830	group3	5	4	0.7839162503900148	1.0031105324934693
12790	group1	1	1	0.5824343674533127	0.24496805956535372
23020	group1	3	3	1.1591992513787592	1.0463963359982165
16249	group3	1	2	0.6287164009257826	1.1294215137658647
23298	group3	1	4	0.24208807464273813	0.6331303359226864
9690	group3	1	0	0.3759817127712789	0.5074322713137942
16601	group3	2	3	0.6720366200855731	1.0060603333716456
30647	group2	3	0	0.7207471747834648	0.30354062753051325
17907	group3	0	0	0.7961380754059759	0.7172197243107997
18100	group2	0	1	0.883770300632961	0.533030651306191
8176	group2	0	0	0.5128897801035354	0.3674310135784901
18053	group3	0	1	0.3986820418113032	0.3718831755678792
17073	group3	0	2	0.12173653239061283	0.5977474663905136
18055	group2	1	5	0.2710469692806554	0.9894152393251245
13144	group3	3	1	0.9760465559064349	0.5718827049633726
17252	group3	2	1	0.6872776194381401	0.6299189234545718
16118	group1	1	1	1.1155622760678434	1.0980148840034203
11321	group2	1	6	0.8740082737588434	1.5700774740315928
18334	group2	1	3	0.6955621399480719	0.37458327760008486
17447	group3	1	3	0.989429561381713	0.7972143242776147
14863	group2	4	0	0.857723984764579	0.33546850195889877
23214	group3	2	2	0.9450767100288169	0.8514892074980487
13227	group3	4	2	0.4907027018149663	0.9603092536541269
13341	group3	0	0	0.003282373944862249	0.011292975744806977
17436	group2	2	0	1.0744601969156324	0.48497009775453526
12040	group3	1	0	0.23163590278294988	0.216344168026318
15344	group2	2	2	0.8340160063063244	0.888958993476467
19739	group3	9	6	1.4224033349431409	1.5528774244698553
14636	group2	2	5	0.8278833423924391	1.1239816880946831
27040	group3	8	2	1.1925312917232564	0.9448315082212597
16533	group3	0	1	0.25883636204460025	0.5655910552622864
13063	group2	1	0	0.6658209440377557	0.26940547454385
34147	group3	2	9	0.5185607583649962	0.9608122039896858
15072	group3	5	0	0.9233350026580611	0.08142780423753243
13408	group1	0	0	0.030621211278065275	0.23874545113480228
13194	group1	0	0	0.20595684146995913	0.03764310828161821
15054	group2	0	1	0.35474397496365734	0.42452857103565556
17439	group3	0	1	0.37577791922610776	0.1305877644120792
17050	group3	2	1	0.6532428271214894	0.6953264614812202
10343	group2	0	1	0.8315004541619642	0.8058857144125926
13626	group3	0	0	0.1857159474869292	0.7805483564072424
16654	group3	3	1	1.3411990298445604	0.7506432262208567
18619	group3	0	1	0.11557750827760405	0.4881221129671732
19135	group3	2	0	0.46367046826789166	0.19387475598196052
11318	group3	0	7	0.39890456153868975	1.0655901555823573
10210	group3	7	0	1.3866277972347616	0.7868975052723988
31777	group3	0	0	0.021494676258321188	0.5306990066977127
17286	group3	0	3	0.6545153514680794	0.92457893761411
14153	group3	0	5	0.06966962427892281	0.8290441412882897
12859	group2	0	0	0.25309567568892394	0.7482193316729573
13803	group3	4	2	0.9372812167542925	0.8448417920232818
17654	group3	1	2	0.25709726993711024	0.8266512436797226
13655	group2	1	0	0.43695847452867764	0.061081908881892966
14067	group3	0	1	0.012041476938653262	0.39735711515246036
20871	group3	2	1	0.6127595946342043	0.48392843711829986
10861	group3	1	0	1.0076673684331223	0.16017116543868076
17040	group2	0	2	0.3596273977818743	0.4769163623955143
18556	group3	3	2	0.689173282168897	1.0603964071064307
16697	group3	4	2	1.2324653278379083	0.9565589171414299
16680	group3	0	1	0.20889843505750694	1.2026533510519672
9492	group3	3	1	1.051809448252707	1.333124575855838
16727	group3	0	5	0.98310471706558	1.4456753582998374
22678	group3	2	6	0.6184343489757932	0.8464416382089964
17079	group3	5	10	1.2956764661576101	1.6790854106427424
28736	group3	10	5	1.0994087537195258	0.9362088154465587
14981	group3	1	2	0.7473698262223483	1.2735407546971138
13120	group3	7	1	1.742646171157692	1.0029678241872801
10332	group3	0	0	0.07845724039805702	0.13909587005791507
18986	group2	1	2	0.5460029686236814	0.5747112996448642
20837	group3	0	1	0.4340417321628053	0.7415443640682894
11676	group2	0	1	0.45298234660521064	0.2782487733882995
10346	group3	1	3	1.0716436246782612	1.1529178797594588
15409	group3	0	2	0.2702152451385062	0.48129293076466356
13551	group1	0	0	0.45739308278671365	0.3610226347282762
20627	group3	2	1	0.7822890178718727	0.468014580667724
18779	group3	1	0	0.7521126539210289	0.41587627845172354
12472	group3	1	0	0.2338936914029744	0.25836131362416515
14964	group3	6	1	1.2598486241373381	0.69590503600802
13936	group3	0	1	0.9095483740905262	0.5715453721549424
21235	group2	5	2	1.2540455294572528	0.5841683375212804
5886	group3	0	0	0.034435428006874824	0.21336987302240634
26993	group3	3	4	0.6718117807022139	0.6990533861623368
13212	group3	0	3	0.29791241881199837	0.8174801348295974
13574	group3	0	0	0.1748060846306917	0.03460001248332961
20615	group2	2	0	0.6041708844887497	0.36289843391283333
18069	group3	4	2	0.8848490218829725	0.7927280207739904
15054	group2	2	4	0.90571159528386	0.9778262604750216
12804	group1	0	1	0.1381297608584966	0.8168087983402144
21508	group3	0	2	0.3951179925864629	0.7040055190761716
14562	group2	5	4	1.632948064421424	1.4846643859085398
15775	group2	0	1	0.6145030799936084	0.7470930924180476
20790	group3	1	1	0.5481783716812038	0.43200885670872824
37038	group3	1	3	0.5500224729163556	0.6221271246528502
16055	group3	1	0	0.5332145200388323	0.09077358245946793
14927	group3	2	0	0.8846537323716741	0.12347622139917142
19463	group3	0	1	0.23117236727000073	0.5429721051606929
29746	group3	1	1	0.35754218447383224	0.5004687604332038
16666	group1	1	0	0.41082235381919774	0.0782719317106978
19269	group2	0	3	0.4757806815064472	0.7312417034143395
18642	group3	1	2	0.567282201849608	1.1129630567335802
15257	group1	2	3	0.6648434071017639	0.38341109918991617
18444	group3	1	1	0.759260677636235	0.20598312318221795
10035	group2	2	0	0.7630522631468457	0.35279582204547455
20361	group2	4	5	0.9715128389569048	1.0526513388714904
21828	group3	0	2	0.0074619305692227855	0.20359723179011868
17027	group3	3	0	0.5199545945188343	0.33034765301248137
13622	group3	1	0	0.3097722208539697	0.02365849433826328
19412	group1	2	0	0.39234785318651394	0.40641100796299406
19912	group1	2	8	0.549475251639384	1.637274213711315
13029	group1	3	2	1.370147676248382	0.8313874278245518
16089	group2	1	4	0.7423970283644636	1.2975809292438076
13057	group1	2	5	0.7173879219990643	1.051716128481171
18539	group3	0	0	0.18068303870562819	0.31051824422969826
18254	group1	4	6	1.2192248698057377	0.9131716808118275
16725	group3	1	2	0.29664301108911295	0.44497943179388216
17229	group3	2	2	0.9006787921262986	0.8195555307361093
13921	group3	0	0	0.08678722545189932	0.21260682075433374
17178	group3	0	2	0.2589557631169796	0.4281312226491237
16782	group3	2	1	0.564446133964061	0.355195885878399
19868	group2	3	4	0.8054876543788314	1.5754457583324668
18276	group3	4	2	0.776395781095125	0.28570908805620865
11230	group2	0	1	0.126545977732003	0.8252572692857754
17919	group3	8	1	1.6388609136631607	0.6439307541282857
10701	group1	4	4	1.2033599751460375	0.9198265819680043
17193	group1	1	3	0.598636031639439	0.9023096185607371
14320	group1	2	1	0.6952396561872074	0.07220102385267568
13124	group1	3	1	0.7077947870629876	1.0696772671307393
19314	group2	2	0	0.6152417589065704	0.6613967602941828
16844	group3	2	4	0.24535485199123586	0.7371705493135114
21865	group1	4	5	0.730594123511012	1.1061014420125383
16201	group3	0	1	0.25505324938549456	0.8205060983252197
21860	group3	2	0	0.5706814585176366	0.025741565661460464
11854	group3	0	2	0.14002205794032385	0.7491327928462168
16495	group1	0	5	1.1287575851871887	0.8491876460948561
12916	group3	7	1	1.2067566613450365	0.4589336911221563
20059	group2	3	0	1.1412345361672864	0.3250367054256154
16825	group3	0	0	0.09292855042240189	0.2142137081410398
25587	group2	1	3	0.4626851751740318	0.5823753254363595
14816	group3	3	4	0.5933116041319304	1.0402344043577663
5381	group3	0	2	0.26982287996040033	1.0773834842335466
14982	group3	2	2	0.7103062368325724	0.7495084078059738
19013	group3	1	2	0.1246415033563214	1.0189288973399893
13265	group3	1	0	0.7154614069441296	0.37448520848667505
16379	group3	1	1	0.321107366461178	0.07887578062195516
16000	group3	6	1	1.1566515629980758	0.3746166366677287
15986	group3	6	5	1.1396594161636997	1.347259761032702
15325	group2	2	2	1.595351544887773	0.9723776575198312
29102	group3	3	2	0.477420258922238	0.6324195071678944
11393	group3	0	0	0.2865894259505132	0.11636040456815133
13163	group3	0	0	0.15557466589060254	0.015700286700791266
14655	group3	3	2	0.5921424796339365	1.0179633373563866
18985	group3	5	0	1.5782375255709973	0.21369506016044781
14704	group3	4	2	0.9354348537052248	0.9825146264566738
17889	group3	6	10	1.9230406052990574	1.7444715822097694
10151	group3	1	0	1.000413335762647	0.2871853512780074
15408	group3	3	4	1.2575583177948912	1.0263273437452538
15882	group2	0	4	0.42192169531135226	1.0518809500071709
14862	group1	0	1	0.43143605509997235	0.4499691776803623
12230	group3	2	3	0.6937895603496562	1.0463603239106725
20280	group2	1	0	0.31575774989957756	0.08565189319492866
22534	group3	3	2	0.7095319184267994	0.2749721948804549
12964	group3	1	1	0.5870922628141556	0.43254178364678897
15408	group2	6	2	1.2402086942229302	0.9837006531090775
12861	group3	4	1	1.0611871304058174	0.6859921320867026
14646	group3	2	0	0.8472357057820881	0.14307199180593028
19469	group3	1	0	0.22245656834545413	0.6662801700715146
12825	group2	0	2	0.4229164327116357	0.7880900678613842
12917	group3	0	0	0.07610926344736607	0.2996216715008231
33668	group3	0	1	0.22522781964759142	0.18493319514027112
21036	group3	1	2	0.8022572528227279	0.4618454785766704
13768	group3	1	0	0.7470615260507483	0.9849952448682544
13235	group3	3	2	1.0170625726617974	0.8566934499340348
30187	group1	4	1	0.6507917407197277	0.24686358679449938
17791	group2	0	6	0.21997387531318524	1.0650621519713965
11444	group1	3	2	1.4284064723642882	1.2026309427117343
21234	group1	1	0	0.405555780120269	0.01139275644421156
21110	group3	5	3	0.7942587265160763	0.6186881434687326
13862	group3	0	0	0.17947980628857563	0.24824324870013997
16483	group2	1	0	0.1770701127784549	0.4747119753701248
14799	group1	1	1	0.20939481736498622	0.7646779164893218
16892	group3	2	3	1.1746788242524122	0.45661807643909363
14949	group3	4	4	1.6746605058585549	0.864155616377326
10017	group1	2	1	0.4808685801714815	0.9958920267996414
22573	group2	3	1	0.5742202341943945	0.2749469294267131
18744	group3	2	3	1.0954824737988604	0.8310396481335687
13376	group1	2	0	0.8160675199283729	0.5335178244787817
11953	group1	3	0	1.2392618421857335	1.0013579316245989
13218	group2	0	1	0.730921122529134	0.5619341005693471
16739	group3	1	0	1.1345237000619703	0.0738495226457076
11133	group3	0	0	0.6076104072958243	0.2338657118416717
8114	group3	2	2	1.3779537049807313	1.4283047999474436
13211	group3	5	2	1.739660573112919	0.8621828084853279
15564	group3	1	2	0.5799643150248528	1.1705818458375632
16950	group3	3	4	1.3116433614243377	1.5568851067363423
14968	group3	3	0	1.0466414847065806	0.3155990208701411
13555	group3	0	0	0.08844135991699137	0.23187014264390465
16435	group3	0	1	0.5104916917770733	0.9445264044781214
17409	group3	0	1	0.7167601543335013	1.0384763237035497
5948	group2	1	0	0.7737426383833459	1.0407200192363855
20766	group3	2	8	0.6043407908163304	1.3489348923268865
14158	group2	0	0	0.03166284330837982	0.7481004013049357
18441	group3	2	3	0.9751551481281393	0.7371039616443755
17000	group1	0	2	0.13845612030321602	0.3619481985173643
26800	group3	4	6	0.703639752254298	1.2202282283951353
23485	group3	1	0	0.0539094193807817	0.5432940905896855
11674	group2	1	0	0.4931305532563067	0.7751302440578673
14010	group2	3	1	1.1594549440146327	0.4734747602034344
12811	group2	2	3	1.3717951434799924	1.0959403579647804
14353	group3	2	3	0.8950429579037689	0.5803542591054132
14234	group3	17	7	2.5363285289894906	1.53702672897122
13326	group3	0	3	0.6588824763618484	0.8023907901606242
18624	group3	5	1	0.9698488584945872	0.5314002583192354
22158	group1	6	16	0.9942235154901453	2.00497303497811
16328	group1	3	3	0.5559460107811991	1.397644329630746
20317	group2	1	1	0.8908852332232053	0.6546853009431257
13519	group3	1	0	0.7148932628195205	0.7810010284106524
13556	group3	4	4	0.9340992888994215	1.0644643522484172
9299	group3	0	1	0.3657296154961988	0.6317137494703293
10429	group1	0	3	0.41672161961147536	0.5488156957066957
17016	group3	0	0	0.40729858425176746	0.9289927931314088
18160	group2	1	1	1.0664442209943155	0.619161747233685
16406	group3	5	2	1.0131177009269319	0.5221348730321013
17940	group2	5	2	1.3400734717951974	0.9817809459404938
14078	group2	0	1	0.5087919129171666	1.1614595167812871
13222	group3	0	0	0.5257960333787653	0.23658253407873114
17904	group3	2	7	0.8866263020717708	1.1101353773375493
10911	group2	1	0	0.6605443502180361	0.10703771768917486
19328	group2	2	2	0.9448687679364776	0.5326006398390841
18762	group3	1	2	0.7350870765242554	0.41993015796649635
16131	group1	7	1	1.0000477632402225	0.4583188856276224
18471	group3	2	0	0.2622163087279687	0.03799038770736057
15675	group3	8	1	1.8028254039428508	0.5940068948165472
18314	group1	5	3	1.156824099490628	0.967323340518221
14169	group3	1	3	0.9042435530125035	1.127641135502469
21700	group3	1	0	0.4981580636098045	0.1916155005612663
21233	group1	7	4	0.8610611164967134	0.6693975552550028
16845	group1	2	0	0.7826220781575557	0.052443381382315524
20911	group1	0	3	0.39584109288560354	0.48759003164778936
13505	group3	1	2	0.8511010980633651	0.6340834645406757
19001	group2	0	0	0.6429555272401811	0.22381110361208684
22630	group3	2	3	0.6739383491663655	1.0539237813703592
10447	group3	1	1	0.5054273304396185	0.38174237239543085
24740	group3	9	2	1.3867087389278163	0.48622581460006253
23345	group3	2	2	0.5214119636942777	0.5269846303912937
14907	group2	5	2	1.2032493145821301	0.4568208081338707
8606	group2	2	0	0.9757357902481758	0.08678309564330161
16679	group3	2	0	1.2124944285553592	0.10703832854946826
14945	group3	1	0	1.153861486592305	0.07818635149431563
15273	group1	0	5	0.2452831470663176	0.9875387773216573
21536	group3	0	2	0.4463952066887006	0.8140144976211714
14826	group3	5	1	1.0253035904128547	0.5610620708596454
12465	group3	2	2	0.9141313186425303	1.415285550069319
20199	group2	0	2	0.14641388822294432	0.9375730221123986
12300	group1	3	1	1.0944700091462496	0.9619238086950045
16166	group2	1	4	0.14228773648130932	0.8263735857820012
22037	group3	2	3	0.3386991050921818	0.9547117315304177
11099	group1	6	0	1.4570392952187623	0.5651165561210536
18751	group3	12	3	1.785362459003991	1.1744772628114304
13021	group3	0	4	0.8273763646991144	0.77665636138127
15370	group3	6	6	2.073848763135059	1.1855322502929682
14476	group3	0	0	0.03129424535973557	0.20331052228571606
15102	group3	3	0	0.7209520613019573	0.19410860608978925
16339	group3	0	3	0.7011829914210896	0.6304859147959276
14516	group3	2	1	1.0626141520525292	1.0435325877436752
22021	group3	0	4	0.6344867965411846	0.7882927139359344
11664	group2	2	0	0.5672266070059139	0.466916629430239
16263	group3	5	1	0.9226162453183697	0.887823618224814
16824	group3	5	2	0.8394777053814302	0.7392794158307144
41031	group3	2	3	0.4008110783236625	0.7009588381493763
21220	group3	4	1	0.8698885378586494	0.6811784361399641
19227	group3	0	0	0.2801111878592202	0.45102288686610487
16601	group3	3	4	0.4342489839689998	0.8393840576728306
12271	group3	2	2	0.3960647302684336	0.4146860422089016
15007	group3	1	0	0.7512903203935211	0.10478016745714563
16544	group3	0	2	0.0047931432274180286	0.64169212682922
16929	group3	3	2	0.7068723752686243	0.301095968855838
16683	group3	0	0	0.6363105324685342	0.15994807325572785
18327	group3	1	1	0.5973820996895652	0.6393369597350844
23996	group3	4	11	0.7126235689239455	1.3586762890079491
17656	group3	0	1	0.36074931901902646	0.7359525139893113
13823	group3	0	2	0.4377771432347015	0.5930750328210926
15390	group1	3	3	0.8719761034741987	1.3255365643653092
13083	group2	0	1	0.55753346048226	0.6700902923302093
18079	group2	1	4	0.5398759064132971	0.87908724946021
5814	group3	1	0	0.8409434946638215	0.9027083901831254
17115	group2	2	3	0.6068139323741736	0.7497959729331074
29541	group3	0	3	0.16400680613017865	0.7808502120181557
17405	group3	0	1	0.5298304426876932	0.3710481184117882
22842	group2	3	4	1.217892172300171	1.0414042566521133
12631	group2	0	2	0.5307637490675201	0.8146837674411291
13062	group3	0	0	0.05621289686012021	0.3140200242411981
9149	group3	0	1	0.43335837261019355	1.155258858368896
18355	group3	1	4	0.11120039725109526	0.866435480592125
14153	group2	4	3	1.0359662397603726	1.0787721171537907
17719	group2	4	2	1.1909386250907534	0.6788220561855428
21193	group3	1	0	0.3936440013240491	0.4097010625744482
19371	group2	2	1	0.6009744789534813	0.18461907426206614
17903	group3	4	3	1.0374740507817393	1.1450045521876864
21559	group3	3	6	1.1395725155676708	1.0326748937438879
29397	group1	3	0	0.43673421873498197	0.3632089294448042
36114	group3	1	7	0.15465390726800843	1.030785899540644
19940	group3	1	1	0.44256707416050334	0.9179655879643244
13513	group2	0	4	0.2801356028606258	1.3929389628465523
14120	group3	0	0	0.4984637391330316	0.20197576771270098
14771	group2	2	1	0.778665993523681	0.5265016839448303
16698	group3	1	0	1.1835126187881575	0.5025939033313596
16303	group2	3	6	1.0484256326055392	1.1762599166521421
15433	group1	4	3	0.866151133279054	0.6861104351248088
14951	group3	4	2	0.8450253156331602	1.144804164615165
14229	group1	1	5	0.6737872823617863	1.0852047576147468
17490	group1	1	3	0.3949794070428223	1.1584624337710663
19599	group3	6	0	0.9612710313053541	0.16786204684977485
14132	group3	1	1	0.3076478717356067	0.7572468609887196
15321	group3	0	10	0.648893785065041	1.543473690434496
32950	group3	7	1	0.9399656867014308	0.34118178668160937
9116	group3	1	1	0.366132501070473	0.7545198649329246
26011	group2	3	3	1.1067243003557765	1.0995913197816294
21145	group2	3	9	0.8049199212535207	1.3986930070157715
14184	group3	0	1	0.5509704997351899	0.32962807257849125
17118	group3	1	4	0.47672992592671515	1.086276126863412
5367	group2	0	2	0.22138596908054287	1.1351452525845955
23725	group3	0	3	0.22755932724033306	0.89633979266904
17330	group3	1	0	0.6038103417528881	0.24399786091052172
14873	group3	1	3	0.6010437248159595	0.6295107455991558
16687	group3	4	0	0.897376833301306	0.4750259684211863
15096	group2	6	3	1.2235627726996026	0.4713288043177547
19579	group3	1	3	0.3683969411101351	0.5544373635625555
12310	group1	0	0	0.26029017258455	0.49154823890349003
27296	group3	0	0	0.1703518381640755	0.15079880178482252
17022	group3	2	0	1.1091763546139626	1.1470939108380156
15157	group3	0	1	0.0316911965168955	0.2819015621081481
12885	group1	3	1	0.7731222179697301	0.2032911066200757
20978	group3	0	0	0.13592791994705694	0.10720289552251655
37301	group3	21	7	1.606466474294319	1.215850688082746
17763	group2	5	0	0.47783382742015157	0.23239741673292508
32011	group2	0	3	0.018109538645171175	0.40651859113688243
13669	group3	0	1	0.023357897234419667	0.9529514484184767
10756	group3	0	6	0.703313825695457	1.15884299199237
13658	group3	1	1	0.9134125747973671	0.5131794177418088
35219	group3	3	0	0.4125992054302094	0.094792320754225
20444	group2	1	2	0.6715839819017315	0.1692634535718726
20589	group1	2	0	0.7089844391842234	0.27751947803246746
6456	group3	0	0	0.7080450675792074	0.512339396754205
9981	group3	1	4	0.8380154068256509	1.1561552399765496
13928	group3	5	3	1.2972059033641297	0.7976611198861671
21244	group3	9	0	1.0466824278012732	0.6705324419189381
16413	group3	1	0	0.13827179884963847	0.2992920943374676
14372	group3	2	2	1.4666900353892134	1.3687974317278049
20821	group1	8	2	1.0823369120166308	0.5766981850034143
14408	group1	0	0	0.050564642623542766	0.18606961608564626
13305	group2	0	2	0.03802405900629052	0.9304791093386368
19514	group2	1	4	0.8134758429321491	0.3957775086934962
21711	group3	0	8	0.3877532162932837	1.4855900721064952
15279	group3	2	3	0.7450707860265927	1.0238522452487726
